Gender,Age,Height_cm,Weight_kg,Body_Type,Goal,Daily_Calories,Protein_g,Carbs_g,Fats_g,Breakfast,Lunch,Dinner,Snacks
Female,38,167,74,Ectomorph,Lean Bulk,2704,128,338,75,Idli & Sambar,Rajma Chawal,Roti & Paneer Curry,Boiled Eggs
Male,35,164,56,Ectomorph,Lean Bulk,2537,90,317,70,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Boiled Eggs
Female,37,167,62,Endomorph,Fat Loss,2082,136,260,57,Poha,Rajma Chawal,Roti & Paneer Curry,Boiled Eggs
Female,40,175,75,Endomorph,Fat Loss,1824,141,228,50,Poha,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Male,31,180,64,Endomorph,Fat Loss,2931,131,366,81,Paneer Paratha,Rajma Chawal,Roti & Paneer Curry,Boiled Eggs
Male,45,176,63,Mesomorph,Maintenance,2943,101,367,81,Oats with Milk,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Boiled Eggs
Male,49,172,71,Ectomorph,Maintenance,2671,142,333,74,Paneer Paratha,"Roti, Sabzi & Dal",Khichdi,Boiled Eggs
Male,54,152,58,Ectomorph,Maintenance,2963,114,370,82,Poha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Peanut Chaat
Female,31,175,54,Endomorph,Maintenance,2185,101,273,60,Vegetable Upma,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Male,28,156,93,Endomorph,Lean Bulk,1865,194,233,51,Poha,Curd Rice,Roti & Paneer Curry,Roasted Chana
Male,22,174,68,Ectomorph,Lean Bulk,2396,135,299,66,Idli & Sambar,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Male,28,170,76,Mesomorph,Lean Bulk,2026,127,253,56,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Peanut Chaat
Male,26,163,69,Mesomorph,Fat Loss,2772,116,346,77,Poha,Rajma Chawal,Vegetable Stir Fry,Roasted Chana
Female,35,162,50,Ectomorph,Maintenance,1931,104,241,53,Poha,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Female,47,179,86,Ectomorph,Fat Loss,1986,152,248,55,Paneer Paratha,Rajma Chawal,Khichdi,Peanut Chaat
Male,44,165,61,Endomorph,Fat Loss,2684,114,335,74,Oats with Milk,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Male,33,160,67,Endomorph,Fat Loss,2397,133,299,66,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Peanut Chaat
Male,41,154,98,Ectomorph,Fat Loss,2467,180,308,68,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Protein Shake
Male,47,151,54,Endomorph,Fat Loss,2745,98,343,76,Paneer Paratha,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Male,34,157,95,Ectomorph,Maintenance,2750,179,343,76,Idli & Sambar,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Roasted Chana
Female,26,180,67,Ectomorph,Lean Bulk,1836,131,229,51,Oats with Milk,Rajma Chawal,Roti & Paneer Curry,Protein Shake
Female,28,154,92,Ectomorph,Fat Loss,2359,155,294,65,Vegetable Upma,Chicken Curry with Rice,Grilled Chicken & Veggies,Fruit Bowl
Male,46,153,90,Endomorph,Fat Loss,2010,165,251,55,Vegetable Upma,Curd Rice,Roti & Paneer Curry,Protein Shake
Male,21,174,99,Ectomorph,Lean Bulk,2567,212,320,71,Oats with Milk,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Peanut Chaat
Male,18,171,62,Endomorph,Fat Loss,1929,107,241,53,Idli & Sambar,Chicken Curry with Rice,Grilled Chicken & Veggies,Fruit Bowl
Female,50,156,70,Mesomorph,Fat Loss,2188,138,273,60,Poha,Curd Rice,Fish Curry with Rice,Fruit Bowl
Male,31,156,72,Mesomorph,Lean Bulk,1830,132,228,50,Vegetable Upma,"Rice, Dal & Veg Curry",Fish Curry with Rice,Roasted Chana
Female,32,154,92,Mesomorph,Fat Loss,2555,149,319,70,Oats with Milk,Curd Rice,Khichdi,Protein Shake
Female,24,184,100,Endomorph,Lean Bulk,2315,217,289,64,Poha,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Female,29,190,98,Endomorph,Maintenance,2787,160,348,77,Idli & Sambar,"Roti, Sabzi & Dal",Vegetable Stir Fry,Peanut Chaat
Female,50,190,97,Ectomorph,Fat Loss,1827,168,228,50,Poha,"Rice, Dal & Veg Curry",Khichdi,Roasted Chana
Female,33,189,55,Ectomorph,Lean Bulk,2567,104,320,71,Oats with Milk,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Male,33,188,78,Endomorph,Maintenance,2074,137,259,57,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Male,32,171,71,Ectomorph,Lean Bulk,2904,115,363,80,Oats with Milk,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Female,29,178,90,Ectomorph,Lean Bulk,2806,147,350,77,Oats with Milk,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Roasted Chana
Male,23,161,87,Endomorph,Lean Bulk,2283,165,285,63,Paneer Paratha,Curd Rice,Khichdi,Roasted Chana
Male,33,177,61,Endomorph,Lean Bulk,2420,108,302,67,Paneer Paratha,Chicken Curry with Rice,Khichdi,Peanut Chaat
Male,41,175,74,Ectomorph,Maintenance,2703,137,337,75,Poha,Curd Rice,Grilled Chicken & Veggies,Peanut Chaat
Male,42,177,55,Mesomorph,Fat Loss,2900,93,362,80,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Peanut Chaat
Female,47,168,74,Endomorph,Fat Loss,2784,121,348,77,Oats with Milk,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Male,18,150,82,Endomorph,Fat Loss,2566,155,320,71,Paneer Paratha,Curd Rice,Khichdi,Peanut Chaat
Female,37,187,54,Mesomorph,Lean Bulk,2054,98,256,57,Poha,Chicken Curry with Rice,Grilled Chicken & Veggies,Peanut Chaat
Female,40,182,95,Mesomorph,Fat Loss,2554,191,319,70,Paneer Paratha,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Female,20,173,90,Endomorph,Fat Loss,1857,181,232,51,Oats with Milk,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Male,34,165,88,Endomorph,Fat Loss,2130,141,266,59,Idli & Sambar,Curd Rice,Fish Curry with Rice,Protein Shake
Male,51,162,77,Ectomorph,Maintenance,2317,155,289,64,Poha,"Roti, Sabzi & Dal",Fish Curry with Rice,Protein Shake
Female,44,155,56,Endomorph,Fat Loss,2505,116,313,69,Vegetable Upma,Chicken Curry with Rice,Fish Curry with Rice,Boiled Eggs
Male,28,181,50,Ectomorph,Lean Bulk,2655,95,331,73,Vegetable Upma,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Female,29,158,62,Mesomorph,Lean Bulk,2829,134,353,78,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Roasted Chana
Male,21,161,98,Ectomorph,Maintenance,2637,182,329,73,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Fruit Bowl
Female,23,174,57,Mesomorph,Lean Bulk,2500,92,312,69,Oats with Milk,Curd Rice,Fish Curry with Rice,Fruit Bowl
Male,21,167,98,Ectomorph,Fat Loss,2992,203,374,83,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Protein Shake
Male,42,188,83,Mesomorph,Maintenance,2769,170,346,76,Poha,Curd Rice,Khichdi,Boiled Eggs
Female,38,165,73,Endomorph,Maintenance,2575,143,321,71,Vegetable Upma,Rajma Chawal,Roti & Paneer Curry,Fruit Bowl
Female,43,158,51,Endomorph,Lean Bulk,2886,90,360,80,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Protein Shake
Female,50,176,92,Ectomorph,Lean Bulk,2459,148,307,68,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,49,175,97,Endomorph,Lean Bulk,2513,180,314,69,Paneer Paratha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Boiled Eggs
Male,27,183,86,Endomorph,Fat Loss,1865,144,233,51,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Male,46,157,80,Endomorph,Fat Loss,2293,139,286,63,Oats with Milk,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Peanut Chaat
Male,28,170,74,Mesomorph,Lean Bulk,2327,147,290,64,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Male,39,164,86,Endomorph,Lean Bulk,2502,157,312,69,Paneer Paratha,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Male,34,157,68,Ectomorph,Lean Bulk,1982,122,247,55,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Female,26,170,74,Endomorph,Fat Loss,1803,132,225,50,Poha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Female,38,173,93,Ectomorph,Fat Loss,2254,154,281,62,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Male,36,164,81,Endomorph,Maintenance,2101,158,262,58,Oats with Milk,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Boiled Eggs
Female,50,157,67,Endomorph,Fat Loss,2779,132,347,77,Oats with Milk,Curd Rice,Khichdi,Peanut Chaat
Male,39,159,95,Ectomorph,Fat Loss,2260,191,282,62,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Peanut Chaat
Female,28,151,85,Mesomorph,Maintenance,2665,170,333,74,Vegetable Upma,Curd Rice,Fish Curry with Rice,Fruit Bowl
Female,36,162,94,Endomorph,Maintenance,1999,157,249,55,Poha,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,54,158,78,Endomorph,Maintenance,2396,166,299,66,Oats with Milk,Chicken Curry with Rice,Grilled Chicken & Veggies,Fruit Bowl
Female,54,156,93,Ectomorph,Maintenance,2674,186,334,74,Oats with Milk,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Boiled Eggs
Female,29,153,57,Endomorph,Fat Loss,2493,111,311,69,Oats with Milk,Curd Rice,Grilled Chicken & Veggies,Fruit Bowl
Male,33,175,81,Mesomorph,Fat Loss,2153,161,269,59,Paneer Paratha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Peanut Chaat
Female,46,173,50,Ectomorph,Lean Bulk,1969,83,246,54,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Female,35,156,100,Endomorph,Lean Bulk,2586,189,323,71,Paneer Paratha,Rajma Chawal,Vegetable Stir Fry,Roasted Chana
Male,38,154,95,Endomorph,Lean Bulk,2630,198,328,73,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Protein Shake
Female,22,183,87,Endomorph,Fat Loss,2054,178,256,57,Oats with Milk,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Protein Shake
Male,18,185,78,Mesomorph,Lean Bulk,1880,130,235,52,Oats with Milk,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Female,20,155,57,Endomorph,Maintenance,2544,124,318,70,Oats with Milk,Curd Rice,Roti & Paneer Curry,Roasted Chana
Female,20,183,100,Mesomorph,Fat Loss,2893,186,361,80,Poha,Curd Rice,Khichdi,Protein Shake
Female,52,182,63,Endomorph,Lean Bulk,1891,109,236,52,Oats with Milk,Chicken Curry with Rice,Khichdi,Roasted Chana
Male,53,163,87,Mesomorph,Maintenance,2063,177,257,57,Paneer Paratha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Boiled Eggs
Female,42,160,75,Mesomorph,Lean Bulk,2320,150,290,64,Oats with Milk,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Fruit Bowl
Female,30,173,86,Endomorph,Fat Loss,2847,168,355,79,Paneer Paratha,Chicken Curry with Rice,Khichdi,Peanut Chaat
Female,19,188,65,Ectomorph,Maintenance,2055,124,256,57,Poha,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Male,41,171,99,Mesomorph,Lean Bulk,2262,174,282,62,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Peanut Chaat
Male,25,161,83,Endomorph,Maintenance,2802,137,350,77,Vegetable Upma,"Roti, Sabzi & Dal",Khichdi,Protein Shake
Female,24,153,60,Mesomorph,Maintenance,2170,108,271,60,Poha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Peanut Chaat
Female,55,158,66,Ectomorph,Fat Loss,2851,133,356,79,Oats with Milk,Chicken Curry with Rice,Fish Curry with Rice,Protein Shake
Female,21,190,73,Endomorph,Lean Bulk,2656,147,332,73,Oats with Milk,Curd Rice,Khichdi,Peanut Chaat
Female,35,177,83,Endomorph,Lean Bulk,2425,164,303,67,Idli & Sambar,Rajma Chawal,Fish Curry with Rice,Boiled Eggs
Male,23,154,96,Ectomorph,Lean Bulk,2138,186,267,59,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Male,45,182,96,Ectomorph,Maintenance,2819,183,352,78,Poha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Fruit Bowl
Male,18,177,94,Endomorph,Fat Loss,2506,164,313,69,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Protein Shake
Female,28,183,64,Ectomorph,Lean Bulk,2551,134,318,70,Poha,Rajma Chawal,Roti & Paneer Curry,Peanut Chaat
Female,42,160,73,Ectomorph,Maintenance,2311,153,288,64,Idli & Sambar,Rajma Chawal,Khichdi,Peanut Chaat
Female,34,163,50,Endomorph,Fat Loss,2964,91,370,82,Vegetable Upma,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Female,21,172,50,Endomorph,Maintenance,2472,88,309,68,Idli & Sambar,"Rice, Dal & Veg Curry",Khichdi,Roasted Chana
Female,40,150,56,Mesomorph,Maintenance,2204,92,275,61,Poha,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Female,18,159,99,Endomorph,Maintenance,2263,186,282,62,Vegetable Upma,Rajma Chawal,Khichdi,Peanut Chaat
Male,52,167,56,Mesomorph,Fat Loss,2699,95,337,74,Vegetable Upma,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Male,25,162,68,Ectomorph,Lean Bulk,2608,125,326,72,Vegetable Upma,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Roasted Chana
Female,35,157,76,Mesomorph,Fat Loss,2814,158,351,78,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Protein Shake
Female,26,157,56,Ectomorph,Lean Bulk,2118,101,264,58,Idli & Sambar,Chicken Curry with Rice,Roti & Paneer Curry,Boiled Eggs
Female,18,177,80,Mesomorph,Maintenance,2795,131,349,77,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Roasted Chana
Male,33,167,99,Ectomorph,Maintenance,2306,197,288,64,Paneer Paratha,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Male,30,187,90,Endomorph,Lean Bulk,2269,150,283,63,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Roasted Chana
Male,45,151,89,Ectomorph,Lean Bulk,1904,162,238,52,Poha,Rajma Chawal,Grilled Chicken & Veggies,Roasted Chana
Female,45,180,53,Endomorph,Maintenance,1905,94,238,52,Vegetable Upma,Rajma Chawal,Khichdi,Boiled Eggs
Female,33,170,53,Ectomorph,Lean Bulk,1801,86,225,50,Vegetable Upma,Chicken Curry with Rice,Khichdi,Peanut Chaat
Female,24,177,61,Mesomorph,Maintenance,2544,109,318,70,Idli & Sambar,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Protein Shake
Male,39,173,97,Mesomorph,Fat Loss,2883,190,360,80,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Protein Shake
Female,23,156,58,Endomorph,Fat Loss,2046,94,255,56,Oats with Milk,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Male,52,189,71,Mesomorph,Fat Loss,2771,155,346,76,Oats with Milk,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Fruit Bowl
Male,30,176,85,Endomorph,Maintenance,2947,185,368,81,Vegetable Upma,Curd Rice,Roti & Paneer Curry,Peanut Chaat
Male,48,176,83,Endomorph,Lean Bulk,2141,162,267,59,Oats with Milk,Rajma Chawal,Roti & Paneer Curry,Protein Shake
Male,30,175,81,Endomorph,Fat Loss,2851,176,356,79,Oats with Milk,Curd Rice,Vegetable Stir Fry,Peanut Chaat
Female,43,188,67,Ectomorph,Lean Bulk,1807,113,225,50,Oats with Milk,"Roti, Sabzi & Dal",Roti & Paneer Curry,Protein Shake
Female,50,183,66,Mesomorph,Lean Bulk,2406,133,300,66,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Roasted Chana
Male,52,165,68,Ectomorph,Fat Loss,2103,147,262,58,Vegetable Upma,Chicken Curry with Rice,Khichdi,Fruit Bowl
Male,31,184,57,Ectomorph,Fat Loss,2511,112,313,69,Vegetable Upma,Rajma Chawal,Roti & Paneer Curry,Protein Shake
Female,26,176,89,Mesomorph,Maintenance,1917,175,239,53,Idli & Sambar,Rajma Chawal,Grilled Chicken & Veggies,Boiled Eggs
Male,34,151,84,Endomorph,Fat Loss,2017,170,252,56,Paneer Paratha,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Male,46,164,70,Mesomorph,Lean Bulk,2991,138,373,83,Paneer Paratha,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Female,41,159,80,Ectomorph,Maintenance,2171,150,271,60,Oats with Milk,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Male,36,151,69,Ectomorph,Lean Bulk,2607,138,325,72,Oats with Milk,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Fruit Bowl
Female,33,179,91,Mesomorph,Lean Bulk,2878,153,359,79,Idli & Sambar,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Female,19,157,50,Endomorph,Lean Bulk,2070,87,258,57,Idli & Sambar,Rajma Chawal,Grilled Chicken & Veggies,Protein Shake
Male,18,156,84,Endomorph,Maintenance,1974,144,246,54,Paneer Paratha,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Female,39,180,59,Ectomorph,Lean Bulk,2913,118,364,80,Poha,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Fruit Bowl
Male,52,168,56,Endomorph,Maintenance,2090,89,261,58,Oats with Milk,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Female,27,172,91,Mesomorph,Lean Bulk,2587,183,323,71,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Fruit Bowl
Male,24,168,72,Ectomorph,Fat Loss,2483,120,310,68,Idli & Sambar,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Roasted Chana
Male,45,183,71,Endomorph,Lean Bulk,2670,119,333,74,Vegetable Upma,"Roti, Sabzi & Dal",Khichdi,Boiled Eggs
Male,35,181,92,Mesomorph,Maintenance,1956,190,244,54,Oats with Milk,Chicken Curry with Rice,Khichdi,Roasted Chana
Female,46,180,54,Ectomorph,Fat Loss,2675,117,334,74,Vegetable Upma,Chicken Curry with Rice,Roti & Paneer Curry,Boiled Eggs
Male,29,174,72,Mesomorph,Maintenance,2668,135,333,74,Paneer Paratha,"Roti, Sabzi & Dal",Khichdi,Roasted Chana
Male,42,176,85,Mesomorph,Fat Loss,2893,161,361,80,Poha,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Female,51,186,99,Endomorph,Fat Loss,2249,200,281,62,Oats with Milk,Rajma Chawal,Roti & Paneer Curry,Roasted Chana
Male,41,185,80,Ectomorph,Lean Bulk,1922,171,240,53,Vegetable Upma,Chicken Curry with Rice,Khichdi,Peanut Chaat
Male,53,176,65,Ectomorph,Lean Bulk,1914,133,239,53,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Fruit Bowl
Female,41,153,94,Ectomorph,Fat Loss,2991,154,373,83,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Roasted Chana
Female,27,155,65,Ectomorph,Lean Bulk,2965,136,370,82,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Peanut Chaat
Male,51,169,80,Mesomorph,Fat Loss,2490,149,311,69,Idli & Sambar,Rajma Chawal,Roti & Paneer Curry,Roasted Chana
Male,20,188,98,Ectomorph,Fat Loss,2128,157,266,59,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Female,32,177,60,Mesomorph,Lean Bulk,2868,109,358,79,Oats with Milk,Chicken Curry with Rice,Fish Curry with Rice,Protein Shake
Male,32,175,61,Endomorph,Fat Loss,1958,127,244,54,Paneer Paratha,Curd Rice,Khichdi,Peanut Chaat
Female,28,153,73,Endomorph,Maintenance,2198,128,274,61,Idli & Sambar,"Rice, Dal & Veg Curry",Khichdi,Protein Shake
Female,19,165,68,Ectomorph,Fat Loss,2018,111,252,56,Poha,"Rice, Dal & Veg Curry",Khichdi,Roasted Chana
Male,20,165,67,Ectomorph,Fat Loss,2956,109,369,82,Paneer Paratha,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Boiled Eggs
Male,37,150,72,Mesomorph,Maintenance,2824,123,353,78,Paneer Paratha,Rajma Chawal,Grilled Chicken & Veggies,Fruit Bowl
Female,44,182,56,Endomorph,Lean Bulk,1848,109,231,51,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Female,28,159,93,Mesomorph,Lean Bulk,1991,201,248,55,Oats with Milk,Chicken Curry with Rice,Grilled Chicken & Veggies,Roasted Chana
Female,46,158,71,Mesomorph,Maintenance,2682,115,335,74,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Protein Shake
Male,27,186,90,Mesomorph,Lean Bulk,1830,151,228,50,Vegetable Upma,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Male,47,170,60,Mesomorph,Lean Bulk,1939,106,242,53,Vegetable Upma,Rajma Chawal,Roti & Paneer Curry,Fruit Bowl
Male,47,166,80,Mesomorph,Maintenance,2087,173,260,57,Poha,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Female,43,176,89,Endomorph,Lean Bulk,2702,161,337,75,Poha,Rajma Chawal,Khichdi,Fruit Bowl
Female,50,178,66,Endomorph,Lean Bulk,1916,134,239,53,Oats with Milk,"Roti, Sabzi & Dal",Roti & Paneer Curry,Roasted Chana
Male,36,174,60,Endomorph,Maintenance,1949,104,243,54,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Female,52,179,56,Ectomorph,Lean Bulk,2021,120,252,56,Paneer Paratha,Curd Rice,Grilled Chicken & Veggies,Peanut Chaat
Female,22,170,71,Endomorph,Maintenance,2235,143,279,62,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,52,159,80,Ectomorph,Fat Loss,2237,143,279,62,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Fruit Bowl
Female,45,180,63,Ectomorph,Lean Bulk,1846,136,230,51,Paneer Paratha,Rajma Chawal,Khichdi,Roasted Chana
Male,27,154,67,Mesomorph,Lean Bulk,2410,142,301,66,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Roasted Chana
Female,29,153,55,Mesomorph,Maintenance,2408,93,301,66,Vegetable Upma,Curd Rice,Fish Curry with Rice,Peanut Chaat
Male,45,172,94,Endomorph,Maintenance,1820,182,227,50,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Male,38,170,50,Ectomorph,Maintenance,2102,94,262,58,Vegetable Upma,"Rice, Dal & Veg Curry",Fish Curry with Rice,Boiled Eggs
Male,46,158,90,Mesomorph,Fat Loss,2984,149,373,82,Oats with Milk,Chicken Curry with Rice,Fish Curry with Rice,Protein Shake
Male,42,163,72,Ectomorph,Lean Bulk,2981,156,372,82,Vegetable Upma,Rajma Chawal,Roti & Paneer Curry,Boiled Eggs
Female,50,157,94,Mesomorph,Fat Loss,2733,173,341,75,Vegetable Upma,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Female,25,161,79,Mesomorph,Maintenance,2162,152,270,60,Oats with Milk,"Roti, Sabzi & Dal",Fish Curry with Rice,Peanut Chaat
Female,45,190,68,Endomorph,Fat Loss,2003,149,250,55,Idli & Sambar,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Protein Shake
Female,24,181,97,Endomorph,Fat Loss,2004,192,250,55,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Boiled Eggs
Female,31,164,99,Mesomorph,Fat Loss,2580,165,322,71,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Female,43,150,73,Ectomorph,Fat Loss,2380,128,297,66,Vegetable Upma,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Male,44,152,50,Ectomorph,Lean Bulk,2566,105,320,71,Poha,"Roti, Sabzi & Dal",Khichdi,Boiled Eggs
Male,54,177,65,Endomorph,Maintenance,2194,128,274,60,Paneer Paratha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Peanut Chaat
Male,42,161,75,Mesomorph,Fat Loss,2124,139,265,59,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Fruit Bowl
Female,34,185,60,Mesomorph,Lean Bulk,1990,99,248,55,Paneer Paratha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Roasted Chana
Male,52,155,86,Mesomorph,Lean Bulk,2067,188,258,57,Vegetable Upma,Chicken Curry with Rice,Grilled Chicken & Veggies,Roasted Chana
Female,30,184,65,Endomorph,Maintenance,2333,129,291,64,Vegetable Upma,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Fruit Bowl
Male,25,179,88,Ectomorph,Lean Bulk,2090,155,261,58,Oats with Milk,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Peanut Chaat
Female,31,175,56,Mesomorph,Lean Bulk,2647,92,330,73,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Peanut Chaat
Female,46,160,61,Mesomorph,Lean Bulk,2165,121,270,60,Poha,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Boiled Eggs
Female,48,189,88,Endomorph,Lean Bulk,2124,168,265,59,Vegetable Upma,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Protein Shake
Male,52,151,83,Endomorph,Lean Bulk,2242,175,280,62,Idli & Sambar,Chicken Curry with Rice,Roti & Paneer Curry,Boiled Eggs
Male,32,155,96,Endomorph,Lean Bulk,2348,169,293,65,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Protein Shake
Female,47,181,77,Endomorph,Maintenance,2195,134,274,60,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Fruit Bowl
Female,28,163,96,Mesomorph,Maintenance,2713,178,339,75,Vegetable Upma,Rajma Chawal,Vegetable Stir Fry,Fruit Bowl
Female,45,162,86,Mesomorph,Maintenance,1931,160,241,53,Idli & Sambar,"Roti, Sabzi & Dal",Khichdi,Protein Shake
Female,36,188,91,Endomorph,Maintenance,2615,147,326,72,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Female,33,154,63,Endomorph,Maintenance,2561,106,320,71,Vegetable Upma,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Boiled Eggs
Male,39,163,79,Endomorph,Maintenance,2276,153,284,63,Paneer Paratha,Rajma Chawal,Vegetable Stir Fry,Roasted Chana
Male,24,185,67,Endomorph,Fat Loss,1953,130,244,54,Paneer Paratha,Curd Rice,Khichdi,Boiled Eggs
Male,30,153,81,Mesomorph,Lean Bulk,2362,150,295,65,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Protein Shake
Female,55,174,65,Endomorph,Lean Bulk,2383,104,297,66,Poha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Boiled Eggs
