split_type,weekly_days,level,goal,days
Bro Split,1,Beginner,Lean Mass,"[{'day': 'Arms', 'focus': 'Arms', 'exercises': [{'name': 'Barbell Curl', 'sets': 3, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Hammer Curl', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Triceps Pushdown', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Overhead Extension', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}]}]"
Bro Split,4,Beginner,Strength,"[{'day': 'Back', 'focus': 'Back', 'exercises': [{'name': 'Seated Cable Row', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Lat Pulldown', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Barbell Row', 'sets': 5, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Deadlift', 'sets': 5, 'reps': '5-8', 'type': 'Compound'}]}, {'day': 'Chest', 'focus': 'Chest', 'exercises': [{'name': 'Bench Press', 'sets': 2, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Chest Dips', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Cable Fly', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Incline DB Press', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}]}, {'day': 'Shoulders', 'focus': 'Shoulders', 'exercises': [{'name': 'Arnold Press', 'sets': 4, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Rear Delt Fly', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Lateral Raise', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 3, 'reps': '8-12', 'type': 'Compound'}]}, {'day': 'Arms', 'focus': 'Arms', 'exercises': [{'name': 'Triceps Pushdown', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Barbell Curl', 'sets': 2, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Hammer Curl', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}]}]"
Full Body,1,Intermediate,Fat Loss,"[{'day': 'Full Body', 'focus': 'Full Body', 'exercises': [{'name': 'Bench Press', 'sets': 4, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Row', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 4, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Curl', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Deadlift', 'sets': 5, 'reps': '8-12', 'type': 'Compound'}]}]"
Push Pull Legs,1,Beginner,Hypertrophy,"[{'day': 'Pull', 'focus': 'Pull', 'exercises': [{'name': 'Barbell Row', 'sets': 2, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Pull-Up', 'sets': 3, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Face Pull', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'EZ Curl', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Hammer Curl', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}]}]"
Arnold Split,2,Beginner,Lean Mass,"[{'day': 'Chest/Back', 'focus': 'Chest/Back', 'exercises': [{'name': 'Bench Press', 'sets': 4, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Barbell Row', 'sets': 2, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Cable Fly', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Pullover', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 5, 'reps': '15-20', 'type': 'Compound'}]}, {'day': 'Shoulders/Arms', 'focus': 'Shoulders/Arms', 'exercises': [{'name': 'OHP', 'sets': 4, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Skull Crusher', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Barbell Curl', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}]}]"
Push Pull Legs,3,Intermediate,Hypertrophy,"[{'day': 'Push', 'focus': 'Push', 'exercises': [{'name': 'Chest Fly', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Triceps Pushdown', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Incline DB Press', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Lateral Raise', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 4, 'reps': '12-15', 'type': 'Compound'}]}, {'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Calf Raise', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'RDL', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Leg Curl', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Lunges', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Leg Press', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Squat', 'sets': 5, 'reps': '5-8', 'type': 'Compound'}]}, {'day': 'Pull', 'focus': 'Pull', 'exercises': [{'name': 'EZ Curl', 'sets': 4, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Deadlift', 'sets': 3, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Pull-Up', 'sets': 5, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Hammer Curl', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}]}]"
Full Body,1,Intermediate,Fat Loss,"[{'day': 'Full Body', 'focus': 'Full Body', 'exercises': [{'name': 'Pull-Up', 'sets': 3, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Row', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 2, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Squat', 'sets': 3, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Deadlift', 'sets': 4, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Bench Press', 'sets': 3, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Curl', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}]}]"
Full Body,1,Intermediate,Lean Mass,"[{'day': 'Full Body', 'focus': 'Full Body', 'exercises': [{'name': 'Bench Press', 'sets': 4, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Row', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Deadlift', 'sets': 3, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Pull-Up', 'sets': 5, 'reps': '5-8', 'type': 'Compound'}, {'name': 'OHP', 'sets': 4, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Curl', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}]}]"
Bro Split,4,Advanced,Strength,"[{'day': 'Arms', 'focus': 'Arms', 'exercises': [{'name': 'Hammer Curl', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Overhead Extension', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Barbell Curl', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Triceps Pushdown', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}]}, {'day': 'Chest', 'focus': 'Chest', 'exercises': [{'name': 'Cable Fly', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Incline DB Press', 'sets': 4, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Chest Dips', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}]}, {'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Leg Curl', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Squat', 'sets': 3, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Leg Press', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Calf Raise', 'sets': 2, 'reps': '15-20', 'type': 'Isolation'}]}, {'day': 'Back', 'focus': 'Back', 'exercises': [{'name': 'Seated Cable Row', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Deadlift', 'sets': 3, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Barbell Row', 'sets': 4, 'reps': '5-8', 'type': 'Compound'}]}]"
Push Pull Legs,1,Beginner,Fat Loss,"[{'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Calf Raise', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'RDL', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Leg Press', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}]}]"
Push Pull Legs,1,Beginner,Hypertrophy,"[{'day': 'Pull', 'focus': 'Pull', 'exercises': [{'name': 'EZ Curl', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Barbell Row', 'sets': 4, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Hammer Curl', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Face Pull', 'sets': 4, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 3, 'reps': '15-20', 'type': 'Compound'}]}]"
Push Pull Legs,2,Intermediate,Strength,"[{'day': 'Push', 'focus': 'Push', 'exercises': [{'name': 'Bench Press', 'sets': 3, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Triceps Pushdown', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Chest Fly', 'sets': 2, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Lateral Raise', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}]}, {'day': 'Pull', 'focus': 'Pull', 'exercises': [{'name': 'Deadlift', 'sets': 5, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Barbell Row', 'sets': 5, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Hammer Curl', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Face Pull', 'sets': 3, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 4, 'reps': '8-12', 'type': 'Compound'}, {'name': 'EZ Curl', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}]}]"
Full Body,1,Beginner,Fat Loss,"[{'day': 'Full Body', 'focus': 'Full Body', 'exercises': [{'name': 'Bench Press', 'sets': 4, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Row', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Curl', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 3, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Squat', 'sets': 5, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Deadlift', 'sets': 3, 'reps': '12-15', 'type': 'Compound'}]}]"
Arnold Split,3,Beginner,Fat Loss,"[{'day': 'Chest/Back', 'focus': 'Chest/Back', 'exercises': [{'name': 'Barbell Row', 'sets': 2, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Cable Fly', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Bench Press', 'sets': 3, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Pull-Up', 'sets': 4, 'reps': '8-12', 'type': 'Compound'}]}, {'day': 'Shoulders/Arms', 'focus': 'Shoulders/Arms', 'exercises': [{'name': 'Barbell Curl', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Lateral Raise', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Skull Crusher', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 2, 'reps': '5-8', 'type': 'Compound'}]}, {'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Squat', 'sets': 5, 'reps': '15-20', 'type': 'Compound'}, {'name': 'RDL', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Calf Raise', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}]}]"
Bro Split,5,Intermediate,Strength,"[{'day': 'Shoulders', 'focus': 'Shoulders', 'exercises': [{'name': 'Rear Delt Fly', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 5, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Arnold Press', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Lateral Raise', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}]}, {'day': 'Chest', 'focus': 'Chest', 'exercises': [{'name': 'Cable Fly', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Chest Dips', 'sets': 2, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Incline DB Press', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}]}, {'day': 'Back', 'focus': 'Back', 'exercises': [{'name': 'Lat Pulldown', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Seated Cable Row', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Barbell Row', 'sets': 2, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Deadlift', 'sets': 3, 'reps': '15-20', 'type': 'Compound'}]}, {'day': 'Arms', 'focus': 'Arms', 'exercises': [{'name': 'Barbell Curl', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Hammer Curl', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Triceps Pushdown', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Overhead Extension', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}]}, {'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Leg Press', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Squat', 'sets': 3, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Leg Curl', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Calf Raise', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}]}]"
Arnold Split,2,Beginner,Hypertrophy,"[{'day': 'Chest/Back', 'focus': 'Chest/Back', 'exercises': [{'name': 'Pull-Up', 'sets': 3, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Barbell Row', 'sets': 2, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Cable Fly', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Pullover', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Bench Press', 'sets': 4, 'reps': '8-12', 'type': 'Compound'}]}, {'day': 'Shoulders/Arms', 'focus': 'Shoulders/Arms', 'exercises': [{'name': 'Barbell Curl', 'sets': 4, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 5, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Rear Delt Fly', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Lateral Raise', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Skull Crusher', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}]}]"
Arnold Split,2,Beginner,Strength,"[{'day': 'Chest/Back', 'focus': 'Chest/Back', 'exercises': [{'name': 'Barbell Row', 'sets': 3, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Bench Press', 'sets': 2, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Pull-Up', 'sets': 4, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Cable Fly', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Pullover', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}]}, {'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Calf Raise', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'RDL', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Leg Curl', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Squat', 'sets': 5, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Leg Press', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}]}]"
Push Pull Legs,1,Advanced,Fat Loss,"[{'day': 'Pull', 'focus': 'Pull', 'exercises': [{'name': 'Barbell Row', 'sets': 5, 'reps': '5-8', 'type': 'Compound'}, {'name': 'EZ Curl', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 4, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Deadlift', 'sets': 2, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Hammer Curl', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Face Pull', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}]}]"
Bro Split,2,Beginner,Lean Mass,"[{'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Squat', 'sets': 3, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Leg Press', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Calf Raise', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}]}, {'day': 'Chest', 'focus': 'Chest', 'exercises': [{'name': 'Incline DB Press', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Chest Dips', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Bench Press', 'sets': 2, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Cable Fly', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}]}]"
Full Body,1,Beginner,Strength,"[{'day': 'Full Body', 'focus': 'Full Body', 'exercises': [{'name': 'OHP', 'sets': 5, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Deadlift', 'sets': 2, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Pull-Up', 'sets': 4, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Bench Press', 'sets': 2, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Row', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Squat', 'sets': 2, 'reps': '15-20', 'type': 'Compound'}]}]"
Arnold Split,1,Advanced,Lean Mass,"[{'day': 'Chest/Back', 'focus': 'Chest/Back', 'exercises': [{'name': 'Cable Fly', 'sets': 2, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Pullover', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 3, 'reps': '8-12', 'type': 'Compound'}]}]"
Bro Split,3,Advanced,Hypertrophy,"[{'day': 'Chest', 'focus': 'Chest', 'exercises': [{'name': 'Chest Dips', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Bench Press', 'sets': 2, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Incline DB Press', 'sets': 3, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Cable Fly', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}]}, {'day': 'Arms', 'focus': 'Arms', 'exercises': [{'name': 'Barbell Curl', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Triceps Pushdown', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Overhead Extension', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Hammer Curl', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}]}, {'day': 'Shoulders', 'focus': 'Shoulders', 'exercises': [{'name': 'Rear Delt Fly', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Lateral Raise', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Arnold Press', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}]}]"
Full Body,1,Beginner,Hypertrophy,"[{'day': 'Full Body', 'focus': 'Full Body', 'exercises': [{'name': 'Row', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 2, 'reps': '5-8', 'type': 'Compound'}, {'name': 'OHP', 'sets': 3, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Bench Press', 'sets': 2, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Curl', 'sets': 4, 'reps': '8-12', 'type': 'Isolation'}]}]"
Arnold Split,1,Advanced,Strength,"[{'day': 'Chest/Back', 'focus': 'Chest/Back', 'exercises': [{'name': 'Pullover', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Cable Fly', 'sets': 2, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 2, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Bench Press', 'sets': 4, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Barbell Row', 'sets': 4, 'reps': '15-20', 'type': 'Compound'}]}]"
Push Pull Legs,1,Beginner,Lean Mass,"[{'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Leg Press', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Lunges', 'sets': 3, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Squat', 'sets': 5, 'reps': '15-20', 'type': 'Compound'}, {'name': 'RDL', 'sets': 3, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Leg Curl', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}]}]"
Bro Split,4,Advanced,Fat Loss,"[{'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Calf Raise', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Leg Curl', 'sets': 4, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Squat', 'sets': 2, 'reps': '15-20', 'type': 'Compound'}]}, {'day': 'Arms', 'focus': 'Arms', 'exercises': [{'name': 'Barbell Curl', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Overhead Extension', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Triceps Pushdown', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Hammer Curl', 'sets': 2, 'reps': '15-20', 'type': 'Isolation'}]}, {'day': 'Back', 'focus': 'Back', 'exercises': [{'name': 'Lat Pulldown', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Deadlift', 'sets': 3, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Barbell Row', 'sets': 2, 'reps': '8-12', 'type': 'Compound'}]}, {'day': 'Chest', 'focus': 'Chest', 'exercises': [{'name': 'Incline DB Press', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Chest Dips', 'sets': 3, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Bench Press', 'sets': 5, 'reps': '5-8', 'type': 'Compound'}, {'name': 'Cable Fly', 'sets': 3, 'reps': '5-8', 'type': 'Isolation'}]}]"
Bro Split,3,Intermediate,Hypertrophy,"[{'day': 'Chest', 'focus': 'Chest', 'exercises': [{'name': 'Chest Dips', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Incline DB Press', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Cable Fly', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Bench Press', 'sets': 5, 'reps': '15-20', 'type': 'Compound'}]}, {'day': 'Shoulders', 'focus': 'Shoulders', 'exercises': [{'name': 'Rear Delt Fly', 'sets': 5, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Arnold Press', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Lateral Raise', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}]}, {'day': 'Arms', 'focus': 'Arms', 'exercises': [{'name': 'Barbell Curl', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Hammer Curl', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Triceps Pushdown', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}]}]"
Push Pull Legs,3,Advanced,Fat Loss,"[{'day': 'Push', 'focus': 'Push', 'exercises': [{'name': 'Triceps Pushdown', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 2, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Bench Press', 'sets': 3, 'reps': '12-15', 'type': 'Compound'}]}, {'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Leg Curl', 'sets': 5, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Lunges', 'sets': 4, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'Calf Raise', 'sets': 3, 'reps': '12-15', 'type': 'Isolation'}]}, {'day': 'Pull', 'focus': 'Pull', 'exercises': [{'name': 'Deadlift', 'sets': 4, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Pull-Up', 'sets': 3, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Hammer Curl', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'EZ Curl', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Face Pull', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}]}]"
Push Pull Legs,1,Intermediate,Lean Mass,"[{'day': 'Pull', 'focus': 'Pull', 'exercises': [{'name': 'Pull-Up', 'sets': 3, 'reps': '8-12', 'type': 'Compound'}, {'name': 'Face Pull', 'sets': 5, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Barbell Row', 'sets': 4, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Deadlift', 'sets': 5, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Hammer Curl', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}]}]"
Arnold Split,3,Intermediate,Fat Loss,"[{'day': 'Chest/Back', 'focus': 'Chest/Back', 'exercises': [{'name': 'Barbell Row', 'sets': 5, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Bench Press', 'sets': 2, 'reps': '12-15', 'type': 'Compound'}, {'name': 'Pullover', 'sets': 4, 'reps': '15-20', 'type': 'Isolation'}, {'name': 'Cable Fly', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Pull-Up', 'sets': 5, 'reps': '8-12', 'type': 'Compound'}]}, {'day': 'Legs', 'focus': 'Legs', 'exercises': [{'name': 'Leg Curl', 'sets': 3, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'Calf Raise', 'sets': 5, 'reps': '12-15', 'type': 'Isolation'}, {'name': 'RDL', 'sets': 4, 'reps': '5-8', 'type': 'Isolation'}]}, {'day': 'Shoulders/Arms', 'focus': 'Shoulders/Arms', 'exercises': [{'name': 'Skull Crusher', 'sets': 2, 'reps': '8-12', 'type': 'Isolation'}, {'name': 'OHP', 'sets': 3, 'reps': '15-20', 'type': 'Compound'}, {'name': 'Lateral Raise', 'sets': 2, 'reps': '5-8', 'type': 'Isolation'}, {'name': 'Barbell Curl', 'sets': 2, 'reps': '12-15', 'type': 'Isolation'}]}]"
